18000.0,18000.0,14.98,169.75,27.34,23.46,43.04,70.89,61.75,18000.0,18000.0,61.25,18000.0,18000.0,23.3,37.81,14.59,18.35,56.69
18000.0,18000.0,3.61,16.9,4.2,4.76,8.25,6.96,9.51,18000.0,18000.0,5.79,18000.0,18000.0,6.34,3.45,2.51,2.77,6.47
18000.0,18000.0,18.83,188.81,28.78,25.61,58.78,79.46,60.87,18000.0,18000.0,29.48,18000.0,18000.0,19.0,31.1,17.25,7.09,200.12
18000.0,18000.0,4.95,28.04,5.51,6.12,9.62,8.35,9.11,18000.0,18000.0,4.5,18000.0,18000.0,4.47,4.9,2.76,1.92,11.31
18000.0,18000.0,20.98,164.92,22.83,19.72,71.47,72.47,77.43,18000.0,18000.0,38.75,18000.0,18000.0,37.56,18.19,15.31,12.21,114.36
18000.0,18000.0,24.06,153.2,14.81,16.21,63.19,57.86,58.28,18000.0,18000.0,301.97,18000.0,18000.0,37.38,46.82,21.7,8.54,55.99
18000.0,18000.0,2.96,22.93,3.94,4.85,4.15,3.62,6.28,18000.0,18000.0,2.13,18000.0,18000.0,1.88,2.05,1.52,1.35,3.71
18000.0,18000.0,16.79,220.59,49.55,29.64,89.44,41.88,88.09,18000.0,18000.0,29.14,18000.0,18000.0,28.55,24.44,22.01,13.51,79.29
18000.0,18000.0,3.99,21.77,5.68,6.29,7.4,7.5,5.95,18000.0,18000.0,4.77,561.52,421.48,2.22,3.51,2.0,1.35,7.89
18000.0,18000.0,3.72,21.59,3.72,4.27,9.34,8.69,6.22,18000.0,18000.0,3.35,18000.0,18000.0,2.56,5.03,2.59,1.83,4.47
18000.0,18000.0,13.19,204.03,23.95,28.12,43.72,54.17,92.58,18000.0,18000.0,50.01,18000.0,18000.0,25.55,16.54,8.17,18.13,80.09
18000.0,18000.0,2.86,23.34,4.05,4.25,5.38,6.17,5.95,18000.0,18000.0,4.02,565.22,598.2,2.18,2.14,1.3,1.36,7.57
18000.0,18000.0,25.0,172.04,37.27,35.46,87.73,58.18,79.65,18000.0,18000.0,51.23,18000.0,18000.0,29.77,31.13,34.42,5.32,58.51
18000.0,18000.0,1.98,13.07,3.6,4.12,4.36,4.66,5.52,18000.0,18000.0,5.3,18000.0,18000.0,1.58,4.05,1.77,1.18,5.52
18000.0,18000.0,21.88,30.05,19.7,8.12,20.81,3.51,3.22,18000.0,18000.0,10.2,18000.0,18000.0,6.25,4.01,2.89,3.57,4.08
18000.0,18000.0,18000.0,581.2,278.87,192.22,357.89,133.86,148.87,18000.0,18000.0,165.45,18000.0,18000.0,18000.0,482.43,284.86,57.19,87.49
18000.0,18000.0,18000.0,478.35,88.69,94.97,118.35,54.02,49.13,18000.0,18000.0,51.02,18000.0,18000.0,18000.0,191.45,193.71,39.84,22.64
18000.0,18000.0,18000.0,962.41,309.01,218.0,443.03,115.65,209.51,18000.0,18000.0,135.1,18000.0,18000.0,18000.0,304.79,341.15,56.77,68.32
348.79,382.55,489.88,46.49,4.24,10.98,3.24,2.02,1.89,472.16,496.27,4.82,155.75,138.4,57.31,27.5,25.17,2.76,1.73
18000.0,18000.0,18000.0,423.32,128.97,271.13,163.24,77.51,74.27,18000.0,18000.0,56.24,18000.0,18000.0,18000.0,228.24,224.99,41.34,39.2
2.02,1.62,0.49,0.23,0.04,0.04,0.03,0.01,0.01,0.14,0.13,0.02,0.1,0.11,0.63,0.09,0.09,0.02,0.02
18000.0,18000.0,24.77,6.89,14.25,13.77,63.8,10.35,10.29,18000.0,18000.0,14.55,18000.0,18000.0,78.88,6.34,6.25,15.02,13.14
18000.0,18000.0,18000.0,428.58,98.86,143.81,105.59,68.58,82.1,18000.0,18000.0,59.41,18000.0,18000.0,18000.0,196.33,182.46,54.65,64.81
18000.0,18000.0,18000.0,1446.23,372.64,386.18,356.43,221.5,274.96,18000.0,18000.0,91.03,18000.0,18000.0,18000.0,389.76,808.82,121.53,90.19
18000.0,18000.0,1090.07,120.45,27.74,33.69,19.04,10.86,10.62,18000.0,18000.0,19.16,18000.0,1108.21,321.22,34.12,42.48,8.18,4.92
18000.0,18000.0,0.56,2.89,1.04,1.39,1.28,0.52,0.54,18000.0,18000.0,1.02,45.06,345.04,0.24,0.12,0.12,0.42,0.53
18000.0,18000.0,18000.0,476.5,144.27,137.34,98.69,58.42,46.98,18000.0,18000.0,58.4,18000.0,18000.0,18000.0,98.86,214.98,32.37,44.52
18000.0,18000.0,292.38,14.68,5.24,11.91,7.65,9.12,9.35,18000.0,18000.0,5.08,18000.0,18000.0,109.93,6.88,6.58,5.48,4.57
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,569.44,86.51,292.06,275.43,293.8,38.22,60.83,18000.0,18000.0,19.43,18000.0,18000.0,873.38,140.26,176.06,30.68,42.69
41.38,17.84,29.87,27.07,1.2,1.28,0.1,14.3,0.24,18000.0,18000.0,0.16,0.16,3.99,37.34,0.24,0.37,0.15,4.33
37.97,6.25,10.4,11.45,1.36,1.6,0.08,2.22,0.18,18000.0,18000.0,0.13,0.17,4.13,7.47,1.02,0.98,0.14,0.76
18000.0,18000.0,1273.45,1209.97,502.2,252.96,505.56,94.45,68.24,18000.0,18000.0,80.19,18000.0,18000.0,1011.31,458.77,184.69,28.91,19.35
18000.0,18000.0,18000.0,18000.0,46.78,96.97,24.04,571.09,77.29,18000.0,18000.0,47.48,18000.0,18000.0,1046.89,116.5,110.91,42.75,80.83
18000.0,18000.0,18000.0,18000.0,5.73,53.72,8.88,324.36,46.4,18000.0,18000.0,8.65,18000.0,18000.0,559.11,43.73,36.5,20.81,77.83
18000.0,18000.0,18000.0,18000.0,6.02,50.99,6.29,93.25,123.73,18000.0,18000.0,17.43,18000.0,18000.0,272.33,46.24,35.7,12.11,75.16
18000.0,18000.0,18000.0,18000.0,3.91,50.51,5.3,264.09,29.14,18000.0,18000.0,7.45,18000.0,18000.0,247.51,60.09,36.59,12.39,72.38
18000.0,18000.0,18000.0,18000.0,6.25,18000.0,7.01,241.68,98.35,18000.0,18000.0,12.54,18000.0,18000.0,18000.0,39.73,40.19,38.71,65.1
18000.0,18000.0,18000.0,18000.0,29.79,18000.0,57.84,90.76,1027.01,18000.0,18000.0,38.27,18000.0,18000.0,18000.0,50.88,32.39,48.96,92.35
18000.0,18000.0,18000.0,18000.0,6.19,18000.0,7.35,213.97,42.92,18000.0,18000.0,12.64,18000.0,18000.0,18000.0,26.81,26.23,16.66,40.58
29.81,10.66,18000.0,50.75,12.75,12.49,0.11,1.88,0.14,18000.0,18000.0,0.23,18000.0,18000.0,44.8,2.78,1.76,0.36,2.16
18000.0,18000.0,585.44,18000.0,78.99,72.93,27.16,215.12,143.63,18000.0,18000.0,43.69,18000.0,18000.0,564.54,51.89,35.0,15.79,200.57
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,618.73,684.39,18000.0,18000.0,301.94,18000.0,18000.0,18000.0,317.94,375.36,146.27,461.72
18000.0,18000.0,907.99,18000.0,217.29,231.08,67.06,100.69,18000.0,18000.0,18000.0,76.97,18000.0,18000.0,632.26,86.07,67.86,26.43,260.71
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,593.23,18000.0,18000.0,18000.0,606.45,419.45,336.68,425.22
18000.0,18000.0,132.0,18000.0,65.69,78.76,599.88,32.35,23.75,18000.0,18000.0,17.32,18000.0,18000.0,229.62,41.23,37.77,21.25,82.87
18000.0,18000.0,69.48,18000.0,26.07,30.55,10.04,25.29,18.66,18000.0,18000.0,8.48,18000.0,18000.0,209.04,14.15,20.17,19.06,12.71
18000.0,18000.0,303.08,18000.0,109.81,157.97,26.55,55.04,42.6,18000.0,18000.0,11.75,18000.0,18000.0,514.83,35.44,36.84,24.57,142.53
18000.0,754.1,18000.0,18000.0,75.6,18000.0,29.67,18000.0,3.02,18000.0,18000.0,83.77,18000.0,18000.0,135.66,42.86,40.7,98.49,103.76
208.84,40.98,316.32,18000.0,24.86,339.93,78.58,460.94,0.73,18000.0,18000.0,27.53,18000.0,18000.0,30.35,53.67,55.05,50.32,52.27
218.63,40.77,383.05,18000.0,48.21,132.6,69.22,63.57,0.72,18000.0,18000.0,51.88,18000.0,18000.0,33.09,61.23,61.53,48.41,51.52
663.53,18000.0,18000.0,18000.0,33.66,51.54,60.19,205.01,1.69,18000.0,18000.0,38.25,18000.0,18000.0,144.07,92.64,91.12,81.33,89.55
614.75,18000.0,18000.0,18000.0,139.72,158.75,27.9,302.12,1.69,18000.0,18000.0,157.17,18000.0,18000.0,147.09,53.28,53.82,86.45,94.75
18000.0,18000.0,18000.0,18000.0,187.85,195.55,20.01,18000.0,1760.7,18000.0,18000.0,55.02,18000.0,18000.0,228.39,92.77,42.58,40.51,59.39
18000.0,18000.0,1259.48,18000.0,201.77,192.15,32.59,18000.0,18000.0,18000.0,18000.0,318.52,18000.0,18000.0,1009.13,553.75,227.06,22.54,49.98
18000.0,908.31,185.2,18000.0,16.59,44.82,1.48,27.75,2.43,18000.0,18000.0,1.59,18000.0,18000.0,24.33,2.27,2.21,1.92,8.01
18000.0,18000.0,204.64,18000.0,17.68,48.48,6.67,41.98,24.95,18000.0,18000.0,4.84,18000.0,18000.0,37.54,13.46,12.0,10.65,47.23
18000.0,18000.0,229.76,18000.0,15.71,50.66,2.65,54.57,31.22,18000.0,18000.0,2.35,18000.0,18000.0,40.68,9.59,6.26,3.05,31.45
18000.0,18000.0,18000.0,327.07,67.41,65.58,101.33,76.86,39.01,18000.0,18000.0,34.91,18000.0,18000.0,881.91,85.07,38.89,35.09,24.85
18000.0,18000.0,18000.0,346.32,62.11,58.14,141.23,95.65,136.12,18000.0,18000.0,127.39,18000.0,18000.0,963.17,138.69,68.86,48.37,30.77
348.87,18000.0,18000.0,18000.0,6.08,25.17,6.58,18000.0,8.65,18000.0,18000.0,10.31,18000.0,18000.0,349.46,473.74,483.39,73.42,88.98
18000.0,18000.0,18000.0,18000.0,29.79,47.52,20.07,762.85,517.98,18000.0,18000.0,88.55,18000.0,18000.0,18000.0,148.17,82.45,73.61,117.94
18000.0,18000.0,18000.0,18000.0,73.12,96.09,55.05,18000.0,18000.0,18000.0,18000.0,64.8,18000.0,18000.0,18000.0,361.23,70.71,72.75,301.91
18000.0,18000.0,18000.0,18000.0,173.2,18000.0,211.76,974.86,1564.42,18000.0,18000.0,237.12,18000.0,18000.0,184.28,137.42,83.85,18000.0,388.28
18000.0,871.3,18000.0,18000.0,1.28,879.31,1.26,18000.0,1212.25,18000.0,18000.0,2.13,18000.0,18000.0,93.78,92.51,91.2,73.22,594.6
635.67,464.82,368.62,18000.0,77.99,295.36,80.84,18000.0,1.18,18000.0,18000.0,62.52,18000.0,18000.0,16.12,53.81,46.11,42.89,66.16
18000.0,18000.0,18000.0,18000.0,18.14,18000.0,17.73,281.93,58.14,18000.0,18000.0,23.35,18000.0,18000.0,151.68,11.14,10.58,28.86,81.49
18000.0,18000.0,18000.0,18000.0,5.79,18000.0,8.81,197.42,71.73,18000.0,18000.0,9.91,18000.0,18000.0,209.62,43.21,36.97,15.7,86.77
18000.0,54.02,1625.3,18000.0,376.26,402.7,49.41,188.36,13.37,18000.0,18000.0,0.6,0.45,317.83,24.76,6.91,7.35,16.95,20.92
18000.0,18000.0,1.54,1.5,1.94,2.19,0.1,0.18,0.21,18000.0,18000.0,0.2,18000.0,18000.0,0.85,0.24,0.26,0.15,0.2
18000.0,18000.0,18000.0,355.85,18.3,104.99,13.11,30.25,31.23,18000.0,18000.0,8.07,18000.0,18000.0,1587.53,54.74,80.82,5.35,4.21
18000.0,18000.0,14.73,3.22,2.59,2.81,0.17,0.71,0.68,18000.0,18000.0,0.32,18000.0,18000.0,9.21,0.39,0.51,0.26,0.45
18000.0,18000.0,5.78,3.9,4.54,4.87,0.27,1.45,1.5,18000.0,18000.0,1.08,18000.0,18000.0,2.72,0.74,0.62,0.36,0.49
18000.0,18000.0,413.41,56.22,34.55,48.73,4.44,12.08,12.95,18000.0,18000.0,7.33,18000.0,18000.0,121.09,9.69,10.07,9.41,2.74
18000.0,18000.0,14.64,4.77,3.68,8.7,0.48,3.23,3.51,18000.0,18000.0,1.12,18000.0,18000.0,15.49,1.3,0.57,0.92,0.35
18000.0,18000.0,23.05,4.14,2.79,2.96,0.67,1.05,1.02,18000.0,18000.0,1.79,18000.0,18000.0,9.46,0.74,0.79,0.94,0.38
18000.0,18000.0,19.28,5.77,7.78,4.35,6.17,1.36,1.42,18000.0,18000.0,1.77,18000.0,18000.0,4.72,0.81,1.65,1.72,1.19
18000.0,18000.0,12.55,2.27,4.7,5.08,0.2,0.4,0.64,18000.0,18000.0,0.34,18000.0,18000.0,2.75,0.5,0.43,0.33,0.34
18000.0,18000.0,3.81,1.55,2.2,2.39,0.11,0.19,0.19,18000.0,18000.0,0.19,18000.0,18000.0,1.3,0.3,0.24,0.19,0.21
18000.0,18000.0,6.36,5.52,2.23,5.54,1.73,1.34,1.42,18000.0,18000.0,0.87,18000.0,18000.0,2.65,0.74,1.53,0.21,0.3
18000.0,18000.0,5.09,2.57,4.94,5.15,0.12,0.26,0.32,18000.0,18000.0,0.36,18000.0,18000.0,3.01,0.42,0.44,0.23,0.32
18000.0,18000.0,4.28,2.51,4.77,5.44,0.26,0.36,0.36,18000.0,18000.0,0.34,18000.0,18000.0,2.63,0.47,0.47,0.27,0.32
18000.0,18000.0,7.26,4.64,2.83,3.38,1.17,0.75,0.91,18000.0,18000.0,0.73,18000.0,18000.0,3.42,0.46,0.34,0.36,0.35
18000.0,18000.0,19.6,3.29,4.25,4.35,1.99,1.85,1.72,18000.0,18000.0,3.94,18000.0,18000.0,12.65,1.72,1.17,0.62,0.57
18000.0,18000.0,30.41,4.09,3.92,6.95,1.91,1.49,2.17,18000.0,18000.0,0.88,18000.0,18000.0,5.09,0.86,3.23,2.77,1.78
18000.0,18000.0,18000.0,1550.45,413.4,240.69,18000.0,271.67,250.58,18000.0,18000.0,1268.44,18000.0,18000.0,18000.0,18000.0,18000.0,341.48,41.23
18000.0,18000.0,3.28,2.09,4.81,5.01,0.11,0.32,0.52,18000.0,18000.0,0.28,18000.0,18000.0,2.28,0.34,0.32,0.19,0.24
18000.0,18000.0,2.35,1.53,2.01,2.19,0.09,0.17,0.21,18000.0,18000.0,0.15,18000.0,18000.0,1.15,0.27,0.24,0.14,0.18
18000.0,18000.0,2.38,1.71,2.62,3.05,0.16,0.2,0.3,18000.0,18000.0,0.29,18000.0,18000.0,1.77,0.28,0.35,0.22,0.25
18000.0,18000.0,9.05,3.34,5.04,5.46,0.28,0.6,0.54,18000.0,18000.0,0.41,18000.0,18000.0,6.17,0.79,0.68,0.25,0.4
18000.0,18000.0,18000.0,18000.0,1439.09,1447.55,1229.62,1420.12,1724.82,18000.0,18000.0,443.04,18000.0,18000.0,18000.0,18000.0,18000.0,329.81,183.25
18000.0,18000.0,12.53,2.34,3.04,2.73,0.31,1.0,0.65,18000.0,18000.0,0.43,18000.0,18000.0,2.79,0.47,0.62,0.39,0.3
18000.0,18000.0,18000.0,18.81,8.13,21.26,1.93,7.58,8.65,18000.0,18000.0,2.39,18000.0,18000.0,890.9,14.69,6.64,5.36,1.78
18000.0,18000.0,18000.0,32.79,3.84,7.09,1.79,14.26,14.63,18000.0,18000.0,4.85,18000.0,18000.0,18000.0,1.29,1.59,0.98,0.62
18000.0,18000.0,18000.0,650.91,344.21,78.8,12.45,188.99,194.77,18000.0,18000.0,13.83,18000.0,18000.0,18000.0,9.9,79.07,22.34,10.23
18000.0,18000.0,18000.0,605.03,198.34,949.92,482.09,110.02,102.83,18000.0,18000.0,701.76,18000.0,18000.0,18000.0,148.37,18000.0,118.65,81.87
18000.0,18000.0,18000.0,53.7,5.22,11.27,2.96,48.34,50.71,18000.0,18000.0,5.99,18000.0,18000.0,487.18,4.03,5.38,1.85,4.13
18000.0,18000.0,18000.0,112.13,59.27,9.87,9.81,28.8,24.06,18000.0,18000.0,16.37,18000.0,18000.0,18000.0,16.97,60.64,5.72,4.14
18000.0,18000.0,855.65,126.83,127.81,103.73,104.53,16.44,14.26,18000.0,18000.0,11.61,18000.0,18000.0,228.16,148.09,15.55,13.88,3.67
18000.0,18000.0,8.93,3.53,2.24,2.67,0.13,2.9,2.71,18000.0,18000.0,0.31,18000.0,18000.0,5.73,0.5,0.37,0.19,0.29
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,18000.0,18000.0,302.47,18000.0,18000.0,546.62,465.07,18000.0,18000.0,792.32,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,951.79
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1199.78,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,27.37,329.52,79.2,66.4,25.15,200.47,29.0,18000.0,18000.0,16.6,18000.0,18000.0,15.95,15.17,15.61,13.74,14.52
18000.0,18000.0,611.01,88.24,296.61,250.4,30.59,105.02,199.1,18000.0,18000.0,24.87,18000.0,18000.0,104.97,48.52,10.39,10.73,13.82
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,1741.19,523.17,765.5,1055.14,18000.0,308.13,18000.0,18000.0,18000.0,1226.14,18000.0,18000.0,18000.0,535.44,549.36,484.65,495.88
18000.0,18000.0,1.67,2.07,20.74,21.42,0.06,0.06,0.06,18000.0,18000.0,0.12,18000.0,18000.0,1.01,0.28,0.28,0.14,0.15
18000.0,18000.0,12.56,8.04,71.94,72.19,3.08,2.57,3.07,18000.0,18000.0,3.35,18000.0,18000.0,5.03,2.54,2.24,3.36,3.13
18000.0,18000.0,0.85,1.04,3.82,3.72,0.2,0.3,0.41,18000.0,18000.0,0.26,18000.0,18000.0,0.48,0.23,0.22,0.29,0.3
18000.0,18000.0,2.3,1.86,10.64,11.3,2.56,0.69,0.81,18000.0,18000.0,2.76,18000.0,18000.0,1.22,1.67,1.55,1.84,1.89
18000.0,18000.0,68.92,43.41,20.58,37.27,24.66,33.66,27.54,18000.0,18000.0,16.46,18000.0,18000.0,46.57,21.08,20.91,24.37,25.64
18000.0,18000.0,614.74,1661.84,18000.0,795.94,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,10.41,7.44,19.04,18.86,0.26,0.47,0.28,18000.0,18000.0,0.53,18000.0,18000.0,4.29,1.31,1.28,0.55,0.55
18000.0,18000.0,24.22,15.04,18.93,19.72,0.61,0.57,0.6,18000.0,18000.0,0.87,18000.0,18000.0,8.76,3.15,2.86,1.07,1.1
18000.0,18000.0,30.41,18.64,18.15,20.8,1.2,0.75,0.82,18000.0,18000.0,1.4,18000.0,18000.0,11.76,4.16,4.15,1.49,1.49
18000.0,18000.0,32.99,21.77,0.82,20.28,0.84,0.74,0.96,18000.0,18000.0,1.48,18000.0,18000.0,13.73,4.95,5.29,1.71,1.69
18000.0,18000.0,5.63,4.67,62.43,70.54,0.23,0.37,0.28,18000.0,18000.0,0.37,18000.0,18000.0,2.63,0.83,0.8,0.45,0.44
18000.0,18000.0,1.61,1.76,13.37,13.54,0.07,0.1,0.09,18000.0,18000.0,0.12,18000.0,18000.0,0.84,0.28,0.27,0.17,0.17
18000.0,18000.0,377.09,1332.05,391.87,18000.0,278.92,610.08,18000.0,18000.0,18000.0,245.04,18000.0,18000.0,594.04,1590.6,1774.91,1434.62,1448.38
18000.0,18000.0,18000.0,381.06,18000.0,183.88,18000.0,1760.82,695.3,18000.0,18000.0,18000.0,18000.0,18000.0,1398.69,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,9.67,18.74,28.44,28.65,141.88,16.74,15.77,18000.0,18000.0,19.39,18000.0,18000.0,16.7,9.7,9.4,20.0,19.02
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,461.43,147.66,146.16,197.37,488.28,146.74,173.63,18000.0,18000.0,169.43,18000.0,18000.0,168.83,96.63,91.46,202.56,190.89
18000.0,18000.0,3.23,3.13,35.47,36.62,0.09,0.12,0.1,18000.0,18000.0,0.17,18000.0,18000.0,1.53,0.52,0.45,0.22,0.21
18000.0,18000.0,2.52,2.49,26.47,27.6,0.07,0.08,0.08,18000.0,18000.0,0.15,18000.0,18000.0,1.23,0.39,0.36,0.18,0.17
18000.0,18000.0,63.56,67.05,2.02,24.97,2.01,3.1,1.78,18000.0,18000.0,3.47,18000.0,18000.0,43.23,16.08,16.14,3.75,3.89
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,202.28,85.97,80.58,77.0,166.02,46.47,48.42,18000.0,18000.0,61.61,18000.0,18000.0,156.29,46.42,42.6,61.0,61.02
18000.0,18000.0,1.72,1.92,10.01,10.82,1.41,0.33,1.01,18000.0,18000.0,1.23,18000.0,18000.0,1.51,1.42,1.46,0.56,0.52
18000.0,18000.0,33.55,20.98,1.41,21.45,1.28,1.63,2.26,18000.0,18000.0,2.85,18000.0,18000.0,12.23,4.93,5.02,2.24,2.29
18000.0,18000.0,160.24,57.23,376.3,237.9,244.35,151.34,237.89,18000.0,18000.0,266.05,18000.0,18000.0,62.63,69.53,66.87,263.87,266.03
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
